Group,Education Level,Year,Domain,Indicator,Value
All students,Upper Primary,2023/24,Self Efficacy,I handle arguments calmly.,62.2
All students,Upper Primary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,45
All students,Upper Primary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,57.6
All students,Upper Primary,2023/24,Self Efficacy,I give up very easily when I am challenged.,26.8
Drug-taking students,Upper Primary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",57.2
Drug-taking students,Upper Primary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,64
Drug-taking students,Upper Primary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,40
Drug-taking students,Upper Primary,2023/24,Self Efficacy,I handle arguments calmly.,57.1
Drug-taking students,Upper Primary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,45.2
Drug-taking students,Upper Primary,2023/24,Self Efficacy,I give up very easily when I am challenged.,36.2
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,78.9
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",65.8
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,I handle arguments calmly.,62.3
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,45.1
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,57.7
Non-drug-taking students,Upper Primary,2023/24,Self Efficacy,I give up very easily when I am challenged.,26.6
All students,Secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,79.4
All students,Secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",61.6
All students,Secondary,2020/21,Self Efficacy,I handle arguments calmly.,67.4
All students,Secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,58.3
All students,Secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,59.1
All students,Secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,36.6
Drug-taking students,Secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",57.4
Drug-taking students,Secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,73.8
Drug-taking students,Secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,52.4
Drug-taking students,Secondary,2020/21,Self Efficacy,I handle arguments calmly.,59.7
Drug-taking students,Secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,61.8
Drug-taking students,Secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,35.5
Non-drug-taking students,Secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,79.6
Non-drug-taking students,Secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",61.7
Non-drug-taking students,Secondary,2020/21,Self Efficacy,I handle arguments calmly.,67.6
Non-drug-taking students,Secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,58.4
Non-drug-taking students,Secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,59
Non-drug-taking students,Secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,36.6
All students,Secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,79.5
All students,Secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",63.1
All students,Secondary,2023/24,Self Efficacy,I handle arguments calmly.,65
All students,Secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,59.2
All students,Secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,58.2
All students,Secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,40.2
Drug-taking students,Secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",63.6
Drug-taking students,Secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,71.1
Drug-taking students,Secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,53.7
Drug-taking students,Secondary,2023/24,Self Efficacy,I handle arguments calmly.,53.7
Drug-taking students,Secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,57.3
Drug-taking students,Secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,40.1
Non-drug-taking students,Secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,79.8
Non-drug-taking students,Secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",63.1
Non-drug-taking students,Secondary,2023/24,Self Efficacy,I handle arguments calmly.,65.4
Non-drug-taking students,Secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,59.3
Non-drug-taking students,Secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,58.2
Non-drug-taking students,Secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,40.2
All students,Post-secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,81.5
All students,Post-secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",66.4
All students,Post-secondary,2020/21,Self Efficacy,I handle arguments calmly.,73
All students,Post-secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,58.5
All students,Post-secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,61.8
All students,Post-secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,32.8
Drug-taking students,Post-secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",60.7
Drug-taking students,Post-secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,80.1
Drug-taking students,Post-secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,53.2
Drug-taking students,Post-secondary,2020/21,Self Efficacy,I handle arguments calmly.,68.6
Drug-taking students,Post-secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,70
Drug-taking students,Post-secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,31.5
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,81.5
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,"Most of the time, I am satisfied with myself.",66.6
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,I handle arguments calmly.,73.1
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,Sometimes I think I am no good at all.,58.6
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,61.6
Non-drug-taking students,Post-secondary,2020/21,Self Efficacy,I give up very easily when I am challenged.,32.8
All students,Post-secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,25.9
All students,Post-secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",49.2
All students,Post-secondary,2023/24,Self Efficacy,I handle arguments calmly.,4.9
All students,Post-secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,11.1
All students,Post-secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,2.1
All students,Post-secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,1.9
Drug-taking students,Post-secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",45.2
Drug-taking students,Post-secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,24.1
Drug-taking students,Post-secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,41
Drug-taking students,Post-secondary,2023/24,Self Efficacy,I handle arguments calmly.,17.8
Drug-taking students,Post-secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,10.3
Drug-taking students,Post-secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,14.5
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,I can always manage to solve difficult problems if I try hard enough.,25.9
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,"Most of the time, I am satisfied with myself.",49.3
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,I handle arguments calmly.,4.5
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,Sometimes I think I am no good at all.,10.1
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,I am confident that I can deal efficiently with unexpected events.,1.8
Non-drug-taking students,Post-secondary,2023/24,Self Efficacy,I give up very easily when I am challenged.,1.5
Neither tobacco nor alcohol,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,52.1
User of alcohol only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,40.5
User of tobacco only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.4
Both tobacco and alcohol user,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,6.9
Neither tobacco nor alcohol,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,37.4
User of alcohol only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,18
User of tobacco only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,2.3
Both tobacco and alcohol user,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,42.3
Neither tobacco nor alcohol,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,52.5
User of alcohol only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,41.1
User of tobacco only,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.4
Both tobacco and alcohol user,Overall,2020/21,Alcohol and Tobacco Use,Drug-taking status,6.1
Neither tobacco nor alcohol,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,58.8
User of alcohol only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,33.8
User of tobacco only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.8
Both tobacco and alcohol user,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,6.5
Neither tobacco nor alcohol,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,40.6
User of alcohol only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,17.7
User of tobacco only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,4.9
Both tobacco and alcohol user,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,36.7
Neither tobacco nor alcohol,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,59.3
User of alcohol only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,34.3
User of tobacco only,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.7
Both tobacco and alcohol user,Overall,2023/24,Alcohol and Tobacco Use,Drug-taking status,5.7
Neither tobacco nor alcohol,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,84
User of alcohol only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,14.4
User of tobacco only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.4
Both tobacco and alcohol user,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,1.1
Neither tobacco nor alcohol,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,75.2
User of alcohol only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,14.3
User of tobacco only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,2.9
Both tobacco and alcohol user,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,7.6
Neither tobacco nor alcohol,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,84.2
User of alcohol only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,14.4
User of tobacco only,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.4
Both tobacco and alcohol user,Upper Primary,2020/21,Alcohol and Tobacco Use,Drug-taking status,1
Neither tobacco nor alcohol,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,85.9
User of alcohol only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,12.8
User of tobacco only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.4
Both tobacco and alcohol user,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.9
Neither tobacco nor alcohol,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,79.2
User of alcohol only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,9.1
User of tobacco only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,4.7
Both tobacco and alcohol user,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,7
Neither tobacco nor alcohol,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,86
User of alcohol only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,12.9
User of tobacco only,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.3
Both tobacco and alcohol user,Upper Primary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.8
Neither tobacco nor alcohol,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,52.2
User of alcohol only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,40.9
User of tobacco only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.3
Both tobacco and alcohol user,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,6.6
Neither tobacco nor alcohol,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,35.3
User of alcohol only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,22.7
User of tobacco only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,2.2
Both tobacco and alcohol user,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,39.8
Neither tobacco nor alcohol,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,52.6
User of alcohol only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,41.3
User of tobacco only,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.3
Both tobacco and alcohol user,Secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,5.8
Neither tobacco nor alcohol,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,65.8
User of alcohol only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,29
User of tobacco only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,1.1
Both tobacco and alcohol user,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,4
Neither tobacco nor alcohol,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,51.7
User of alcohol only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,18.7
User of tobacco only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,5.4
Both tobacco and alcohol user,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,24.2
Neither tobacco nor alcohol,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,66.3
User of alcohol only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,29.3
User of tobacco only,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,1
Both tobacco and alcohol user,Secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,3.4
Neither tobacco nor alcohol,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,21.9
User of alcohol only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,64.6
User of tobacco only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.5
Both tobacco and alcohol user,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,13
Neither tobacco nor alcohol,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,24.2
User of alcohol only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,13.6
User of tobacco only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,2.2
Both tobacco and alcohol user,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,60
Neither tobacco nor alcohol,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,21.9
User of alcohol only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,66.3
User of tobacco only,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,0.5
Both tobacco and alcohol user,Post-secondary,2020/21,Alcohol and Tobacco Use,Drug-taking status,11.3
Neither tobacco nor alcohol,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,22.4
User of alcohol only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,60.9
User of tobacco only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.8
Both tobacco and alcohol user,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,15.9
Neither tobacco nor alcohol,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,5.5
User of alcohol only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,19.7
User of tobacco only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,4.3
Both tobacco and alcohol user,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,70.5
Neither tobacco nor alcohol,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,23
User of alcohol only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,62.3
User of tobacco only,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,0.6
Both tobacco and alcohol user,Post-secondary,2023/24,Alcohol and Tobacco Use,Drug-taking status,14.1
